batch_id,timestamp,source,category,sku,brand,title,price_pen,price_orig_pen,price_usd,price_date,discount_pct,price_currency,rating,reviews,retailer,url
prod_20260723_01,2026-07-23T15:42:52.149243+00:00,ripley_pe,laptops,20001193633,LENOVO,"LAPTOP LENOVO V15 G5 - I7 13620H, 8GB RAM, 512GB SSD, 15.6' - RENDIMIENTO POTENTE Y VERSÁTIL",3619.0,5429.0,1064.07,2026-07-23,33,PEN,,,Ripley PE,https://simple.ripley.com.pe/laptop-lenovo-v15-g5-i7-13620h-8gb-ram-512gb-ssd-156-rendimiento-potente-y-versatil-pmp20001193633
prod_20260723_01,2026-07-23T15:42:52.150243+00:00,ripley_pe,laptops,20001463980,LENOVO,LAPTOP LENOVO V15 G5 IRL INTEL CORE I5 13420H RAM 8GB DISCO 512GB SSD 15.6 FHD FREEDOS 83GW005LLD,2390.0,3200.0,702.71,2026-07-23,25,PEN,,,Ripley PE,https://simple.ripley.com.pe/laptop-lenovo-v15-g5-irl-intel-core-i5-13420h-ram-8gb-disco-512gb-ssd-156-fhd-freedos-83gw005lld-pmp20001463980
prod_20260723_01,2026-07-23T15:42:52.150243+00:00,ripley_pe,laptops,20000222223,APPLE,"MACBOOK AIR CHIP M2 256GB SSD 15"" STARLIGHT",8266.44,13202.95,2430.52,2026-07-23,37,PEN,,,Ripley PE,https://simple.ripley.com.pe/macbook-air-chip-m2-256gb-ssd-15-starlight-pmp20000222223
prod_20260723_01,2026-07-23T15:42:52.151242+00:00,ripley_pe,laptops,20001284364,LENOVO,LAPTOP LENOVO IDEAPAD SLIM 3 15' FHD+ INTEL I5-13420H 16GB RAM 512GB SSD-TECLADO INGLES | MOON GREY,2699.0,3859.0,793.57,2026-07-23,30,PEN,,,Ripley PE,https://simple.ripley.com.pe/laptop-lenovo-ideapad-slim-3-15-fhd-intel-i5-13420h-16gb-ram-512gb-ssd-teclado-ingles-moon-grey-pmp20001284364
prod_20260723_01,2026-07-23T15:42:52.151242+00:00,ripley_pe,laptops,20001352303,APPLE,NUEVA MACBOOK AIR M5 13” 16GB RAM + 512GB (TECLADO INGLES) - SILVER (2026) + REGALO,5099.0,6599.0,1499.22,2026-07-23,23,PEN,,,Ripley PE,https://simple.ripley.com.pe/nueva-macbook-air-m5-13-16gb-ram-512gb-teclado-ingles-silver-2026-regalo-pmp20001352303
prod_20260723_01,2026-07-23T15:42:52.152243+00:00,ripley_pe,laptops,20001310174,HP,COMBO LAPTOP HP PRO X360 FORTIS G10 INTEL CORE I3 1210U 8GB RAM 256GB SSD 11 HD WINDOWS 11 PRO + OFFICE,2199.0,2639.0,646.56,2026-07-23,17,PEN,,,Ripley PE,https://simple.ripley.com.pe/combo-laptop-hp-pro-x360-fortis-g10-intel-core-i3-1210u-8gb-ram-256gb-ssd-11-hd-windows-11-pro-office-pmp20001310174
prod_20260723_01,2026-07-23T15:42:52.152243+00:00,ripley_pe,laptops,20001534650,HP,LAPTOP ASUS VIVOBOOK X1504VA-E84465 15.6' TOUCH INTEL CORE 5-120U 24GB SSD512,3359.0,3689.0,987.62,2026-07-23,9,PEN,,,Ripley PE,https://simple.ripley.com.pe/laptop-asus-vivobook-x1504va-e84465-156-touch-intel-core-5-120u-24gb-ssd512-pmp20001534650
prod_20260723_01,2026-07-23T15:42:52.153243+00:00,ripley_pe,laptops,20000878607,DELL,LAPTOP DELL LATITUDE 3410 CORE I7/10MA 8GB RAM 256GB SSD REACONDICIONADO,1750.0,,514.54,2026-07-23,,PEN,,,Ripley PE,https://simple.ripley.com.pe/laptop-dell-latitude-3410-core-i710ma-8gb-ram-256gb-ssd-reacondicionado-pmp20000878607
prod_20260723_01,2026-07-23T15:42:56.511375+00:00,ripley_pe,laptops,20001510512,ASUS,"LAPTOP ASUS VIVOBOOK15 X1504VA-BQ4055, I5-120U, 16GB RAM, 512GB SSD, SIN WINDOWS, 15.6'",2689.0,3689.0,790.63,2026-07-23,27,PEN,,,Ripley PE,https://simple.ripley.com.pe/laptop-asus-vivobook15-x1504va-bq4055-i5-120u-16gb-ram-512gb-ssd-sin-windows-156-pmp20001510512
prod_20260723_01,2026-07-23T15:42:56.511375+00:00,ripley_pe,laptops,20001545568,LENOVO,"NB LENOVO IDEAPAD SLIM 3 15.3 WUXGA IPS TOUCH CORE I5-13420H 4.6GHZ, 16GB DDR5, 512GB SSD",9800.0,10000.0,2881.42,2026-07-23,2,PEN,,,Ripley PE,https://simple.ripley.com.pe/nb-lenovo-ideapad-slim-3-153-wuxga-ips-touch-core-i5-13420h-46ghz-16gb-ddr5-512gb-ssd-pmp20001545568
prod_20260723_01,2026-07-23T15:42:56.512375+00:00,ripley_pe,laptops,20000564297,HP,"LAPTOP HP ELITEBOOK 840 G11 16GB 14"" 1TB SSD TÁCTIL FULLHD CORE ULTRA7 WINDOWS 11 PRO",7749.9,7980.0,2278.65,2026-07-23,3,PEN,,,Ripley PE,https://simple.ripley.com.pe/laptop-hp-elitebook-840-g11-16gb-14-1tb-ssd-tactil-fullhd-core-ultra7-windows-11-pro-pmp20000564297
prod_20260723_01,2026-07-23T15:42:56.512375+00:00,ripley_pe,laptops,20000222229,APPLE,"MACBOOK AIR CHIP M2 512GB SSD 15"" STARLIGHT",9304.98,15138.46,2735.87,2026-07-23,39,PEN,,,Ripley PE,https://simple.ripley.com.pe/macbook-air-chip-m2-512gb-ssd-15-starlight-pmp20000222229
prod_20260723_01,2026-07-23T15:42:56.514454+00:00,ripley_pe,laptops,20001535346,APPLE,MACBOOK PRO 2020 13.3” I5 16GB RAM + 256GB SSD PLATEADO REACONDICIONADO GRADO A,2499.0,4100.0,734.76,2026-07-23,39,PEN,,,Ripley PE,https://simple.ripley.com.pe/macbook-pro-2020-133-i5-16gb-ram-256gb-ssd-plateado-reacondicionado-grado-a-pmp20001535346
prod_20260723_01,2026-07-23T15:42:56.515453+00:00,ripley_pe,laptops,20001148627,ASUS,"LAPTOP ASUS EXPERTBOOK B1 P1503CVA-S71410, CORE I7-13620H, 16GB RAM, 1TB SSD, 15.6', INTEL UHD",4049.0,6079.0,1190.5,2026-07-23,33,PEN,,,Ripley PE,https://simple.ripley.com.pe/laptop-asus-expertbook-b1-p1503cva-s71410-core-i7-13620h-16gb-ram-1tb-ssd-156-intel-uhd-pmp20001148627
prod_20260723_01,2026-07-23T15:42:56.515453+00:00,ripley_pe,laptops,20000733399,ASUS,"LAPTOP ASUS 16GB 15.6"" 1TBSSD B1502CVA-NJ0791 CORE I7-1355U 1TB SSD RAM",4800.0,,1411.31,2026-07-23,,PEN,,,Ripley PE,https://simple.ripley.com.pe/laptop-asus-16gb-156-1tbssd-b1502cva-nj0791-core-i7-1355u-1tb-ssd-ram-pmp20000733399
prod_20260723_01,2026-07-23T15:42:56.515453+00:00,ripley_pe,laptops,20000222217,APPLE,"MACBOOK AIR CHIP M2 512GB SSD 13"" GRIS ESPACIAL, 10-CORE GPU",8835.71,14170.7,2597.9,2026-07-23,38,PEN,,,Ripley PE,https://simple.ripley.com.pe/macbook-air-chip-m2-512gb-ssd-13-gris-espacial-10-core-gpu-pmp20000222217
prod_20260723_01,2026-07-23T15:42:56.517453+00:00,ripley_pe,laptops,20000842953,LENOVO,LAPTOP LENOVO SLIM 3 15.6 AMD RYZEN 5 512GB SSD 8GB GREY,1934.0,2089.0,568.64,2026-07-23,7,PEN,,,Ripley PE,https://simple.ripley.com.pe/laptop-lenovo-slim-3-156-amd-ryzen-5-512gb-ssd-8gb-grey-pmp20000842953
prod_20260723_01,2026-07-23T15:42:56.517969+00:00,ripley_pe,laptops,20001490259,LENOVO,LAPTOP THINKPAD E16 GEN 3 INTEL CORE ULTRA 5 16GB 512GB WUXGA 16',5299.0,5899.0,1558.03,2026-07-23,10,PEN,,,Ripley PE,https://simple.ripley.com.pe/laptop-thinkpad-e16-gen-3-intel-core-ultra-5-16gb-512gb-wuxga-16-pmp20001490259
prod_20260723_01,2026-07-23T15:42:56.517969+00:00,ripley_pe,laptops,20001088782,ACER,ACER CHROMEBOOK 15.6' HD 2023 CELERON N 2.78GHZ 4GB RAM 64GB SSD | PLATEADO - TECLADO INGLÉS (REACONDICIONADO),949.0,1099.0,279.03,2026-07-23,14,PEN,,,Ripley PE,https://simple.ripley.com.pe/acer-chromebook-156-hd-2023-celeron-n-278ghz-4gb-ram-64gb-ssd-plateado-teclado-ingles-reacondicionado-pmp20001088782
prod_20260723_01,2026-07-23T15:42:56.518984+00:00,ripley_pe,laptops,20001546044,LENOVO,LAPTOP LENOVO IDEAPAD 14AKP10 14' AMD RYZEN AI 7 512GB SSD 16GB,3709.0,4006.0,1090.53,2026-07-23,7,PEN,,,Ripley PE,https://simple.ripley.com.pe/laptop-lenovo-ideapad-14akp10-14-amd-ryzen-ai-7-512gb-ssd-16gb-pmp20001546044
prod_20260723_01,2026-07-23T15:42:56.518984+00:00,ripley_pe,laptops,20001064599,LENOVO,"LENOVO V15 G4 AMN - NOTEBOOK 15.6' FHD, AMD RYZEN 5, 16GB RAM, GRAN RENDIMIENTO Y DISEÑO ELEGANTE.",3789.0,5689.0,1114.05,2026-07-23,33,PEN,,,Ripley PE,https://simple.ripley.com.pe/lenovo-v15-g4-amn-notebook-156-fhd-amd-ryzen-5-16gb-ram-gran-rendimiento-y-diseno-elegante-pmp20001064599
prod_20260723_01,2026-07-23T15:42:56.519992+00:00,ripley_pe,laptops,20001409906,ASUS,LAPTOP ASUS VIVOBOOK 15 X1504VA-E84630 15.6' FHD IPS 1920 X 1080 TOUCH CORE 5-120U,2969.0,4000.0,872.95,2026-07-23,26,PEN,,,Ripley PE,https://simple.ripley.com.pe/laptop-asus-vivobook-15-x1504va-e84630-156-fhd-ips-1920-x-1080-touch-core-5-120u-pmp20001409906
prod_20260723_01,2026-07-23T15:42:56.519992+00:00,ripley_pe,laptops,20000288264,LENOVO,LAPTOP LENOVO V15 G2 ALC 40GB RAM 1TB SSD,3950.0,6518.5,1161.39,2026-07-23,39,PEN,,,Ripley PE,https://simple.ripley.com.pe/laptop-lenovo-v15-g2-alc-40gb-ram-1tb-ssd-pmp20000288264
prod_20260723_01,2026-07-23T15:42:56.521125+00:00,ripley_pe,laptops,20001494297,ASUS,LAPTOP ASUS EXPERTBOOK 15.6' LED FHD IPS AMD RYZEN 7 7735HS 16GB DDR5 512GB DISCO FREEDOS,3309.0,3789.0,972.92,2026-07-23,13,PEN,,,Ripley PE,https://simple.ripley.com.pe/laptop-asus-expertbook-156-led-fhd-ips-amd-ryzen-7-7735hs-16gb-ddr5-512gb-disco-freedos-pmp20001494297
prod_20260723_01,2026-07-23T15:42:56.521125+00:00,ripley_pe,laptops,20001534464,HP,LAPTOP HP 15-FD0152LA 15.6' TOUCH  FHD IPS  I5 1334U   8GB DDR4-3200MHZ  512GB  FREEDOS,2639.0,3569.0,775.93,2026-07-23,26,PEN,,,Ripley PE,https://simple.ripley.com.pe/laptop-hp-15-fd0152la-156-touch-fhd-ips-i5-1334u-8gb-ddr4-3200mhz-512gb-freedos-pmp20001534464
prod_20260723_01,2026-07-23T15:42:56.522119+00:00,ripley_pe,laptops,20001546151,HP,LAPTOP HP 200 G2A RYZEN 7 250 16GB DDR5 512GB SSD CON IA 16 WUXGA FREEDOS,3399.0,4079.0,999.38,2026-07-23,17,PEN,,,Ripley PE,https://simple.ripley.com.pe/laptop-hp-200-g2a-ryzen-7-250-16gb-ddr5-512gb-ssd-con-ia-16-wuxga-freedos-pmp20001546151
prod_20260723_01,2026-07-23T15:42:56.523118+00:00,ripley_pe,laptops,20001280807,LENOVO,LAPTOP IDEAPAD SLIM 3 RYZEN 7 LENOVO 15.6' 2TB SSD 16GB RAM W11 PRO - TECLADO INGLÉS | ARCTIC GREY,4899.0,7349.0,1440.42,2026-07-23,33,PEN,,,Ripley PE,https://simple.ripley.com.pe/laptop-ideapad-slim-3-ryzen-7-lenovo-156-2tb-ssd-16gb-ram-w11-pro-teclado-ingles-arctic-grey-pmp20001280807
prod_20260723_01,2026-07-23T15:42:56.523118+00:00,ripley_pe,laptops,20000248501,DELL,"LAPTOP DELL VOSTRO 3400 INTEL CORE I5-1135 4GB RAM 1TB HDD 14"" I5-1135G7 14 HD FREEDOS 445CX",2800.0,3900.0,823.26,2026-07-23,28,PEN,,,Ripley PE,https://simple.ripley.com.pe/laptop-dell-vostro-3400-intel-core-i5-1135-4gb-ram-1tb-hdd-14-i5-1135g7-14-hd-freedos-445cx-pmp20000248501
prod_20260723_01,2026-07-23T15:42:56.524119+00:00,ripley_pe,laptops,20001545815,ASUS,ASUS PORTÁTIL VIVOBOOK GO SLIM DE 156 DELGADA Y PORTÁTIL PARA ESTUDIO DE ESTUDIANTES INTEL DUAL CORE N4500 4 GB DE RAM SSD,2079.0,2599.0,611.27,2026-07-23,20,PEN,,,Ripley PE,https://simple.ripley.com.pe/asus-portatil-vivobook-go-slim-de-156-delgada-y-portatil-para-estudio-de-estudiantes-intel-dual-core-n4500-4-gb-de-ram-ssd-pmp20001545815
prod_20260723_01,2026-07-23T15:42:56.524119+00:00,ripley_pe,laptops,20001516643,LENOVO,LAPTOP LENOVO IDEAPAD SLIM 3 15AMN8 RYZEN 3 7320U/ 8GB RAM/ 512GB SSD/ 15.6″ FHD-82XQ00WWLM,1929.0,2739.0,567.17,2026-07-23,30,PEN,,,Ripley PE,https://simple.ripley.com.pe/laptop-lenovo-ideapad-slim-3-15amn8-ryzen-3-7320u-8gb-ram-512gb-ssd-156-fhd-82xq00wwlm-pmp20001516643
prod_20260723_01,2026-07-23T15:42:56.525118+00:00,ripley_pe,laptops,20001361977,HP,LAPTOP HP 250R INTEL CORE 7 150U RAM 16GB DDR5 SSD 512 GB PANTALLA 15.6 HD LED / D2DX8AT,3999.0,,1175.8,2026-07-23,,PEN,,,Ripley PE,https://simple.ripley.com.pe/laptop-hp-250r-intel-core-7-150u-ram-16gb-ddr5-ssd-512-gb-pantalla-156-hd-led-d2dx8at-pmp20001361977
prod_20260723_01,2026-07-23T15:42:56.525118+00:00,ripley_pe,laptops,20001133100,ASUS,LAPTOP ASUS ZENBOOK 14 OLED 90NB14W4-M00UH0 SSD 1 TB,7209.0,10819.0,2119.61,2026-07-23,33,PEN,,,Ripley PE,https://simple.ripley.com.pe/laptop-asus-zenbook-14-oled-90nb14w4-m00uh0-ssd-1-tb-pmp20001133100
prod_20260723_01,2026-07-23T15:42:56.525118+00:00,ripley_pe,laptops,20000231129,ASUS,LAPTOP GAMER ASUS TUF GAMING 32GB 2TB SSD F15 DDR4 PCLE,9140.12,15368.2,2687.4,2026-07-23,41,PEN,,,Ripley PE,https://simple.ripley.com.pe/laptop-gamer-asus-tuf-gaming-32gb-2tb-ssd-f15-ddr4-pcle-pmp20000231129
prod_20260723_01,2026-07-23T15:42:56.526118+00:00,ripley_pe,laptops,20000490064,GIGABYTE,LAPTOP GIGABYTE G6X 9KG-43US864SH G6X (2024) 16' I7-13650HX RTX 4060 1TB SSD 32GB RAM,6775.0,8130.0,1992.0,2026-07-23,17,PEN,,,Ripley PE,https://simple.ripley.com.pe/laptop-gigabyte-g6x-9kg-43us864sh-g6x-2024-16-i7-13650hx-rtx-4060-1tb-ssd-32gb-ram-pmp20000490064
prod_20260723_01,2026-07-23T15:42:56.526118+00:00,ripley_pe,laptops,20001242288,LENOVO,LAPTOP LENOVO THINKPAD L14 G6 INTEL I7 16GB RAM 1TB SSD 14 PULGADAS WINDOWS 11 PRO,10099.0,15149.0,2969.33,2026-07-23,33,PEN,,,Ripley PE,https://simple.ripley.com.pe/laptop-lenovo-thinkpad-l14-g6-intel-i7-16gb-ram-1tb-ssd-14-pulgadas-windows-11-pro-pmp20001242288
prod_20260723_01,2026-07-23T15:42:56.527118+00:00,ripley_pe,laptops,20001534487,DELL,LAPTOP DELL 15 DC15250 I5-1334U 8GB DDR4 512GB SSD 15.6' FHD  FREEDOS,2229.0,3239.0,655.38,2026-07-23,31,PEN,,,Ripley PE,https://simple.ripley.com.pe/laptop-dell-15-dc15250-i5-1334u-8gb-ddr4-512gb-ssd-156-fhd-freedos-pmp20001534487
prod_20260723_01,2026-07-23T15:42:56.527118+00:00,ripley_pe,laptops,20000306077,MSI,"LAPTOP GAMER MSI GP66 LEOPARD 11UG-050 INTEL CORE I7-11800H 16GB 512GB SSD NVIDIA GEFORCE RTX 3070 15.6"" PORTÁTIL JUEGOS",8175.0,9810.0,2403.63,2026-07-23,17,PEN,,,Ripley PE,https://simple.ripley.com.pe/laptop-gamer-msi-gp66-leopard-11ug-050-intel-core-i7-11800h-16gb-512gb-ssd-nvidia-geforce-rtx-3070-156-portatil-juegos-pmp20000306077
prod_20260723_01,2026-07-23T15:42:56.528184+00:00,ripley_pe,laptops,20001549040,ACER,LAPTOP ACER ASPIRE GO 15 15.6' RYZEN 7 7730U 16GB RAM 512GB SSD TECLADO INGLÉS | SILVER,2199.0,4479.0,646.56,2026-07-23,51,PEN,,,Ripley PE,https://simple.ripley.com.pe/laptop-acer-aspire-go-15-156-ryzen-7-7730u-16gb-ram-512gb-ssd-teclado-ingles-silver-pmp20001549040
prod_20260723_01,2026-07-23T15:42:56.528184+00:00,ripley_pe,laptops,20001216311,ACER,"LAPTOP ACER SF14-61T-R67L, RYZEN 9, 32GB RAM, 1TB SSD, 14' FHD IPS, PLATA, WINDOWS 11",7929.0,11899.0,2331.3,2026-07-23,33,PEN,,,Ripley PE,https://simple.ripley.com.pe/laptop-acer-sf14-61t-r67l-ryzen-9-32gb-ram-1tb-ssd-14-fhd-ips-plata-windows-11-pmp20001216311
prod_20260723_01,2026-07-23T15:42:56.529178+00:00,ripley_pe,laptops,20000494516,LENOVO,"LAPTOP LENOVO 83A100GJLM 8GB 15.6"" 512GB INTEL VG4 IRU CORE I5-13420H FREEDOS RENDIMIENTO SUPERIOR EN GRIS",2609.0,3729.0,767.1,2026-07-23,30,PEN,,,Ripley PE,https://simple.ripley.com.pe/laptop-lenovo-83a100gjlm-8gb-156-512gb-intel-vg4-iru-core-i5-13420h-freedos-rendimiento-superior-en-gris-pmp20000494516
prod_20260723_01,2026-07-23T15:42:56.529178+00:00,ripley_pe,laptops,20001247760,ASUS,LAPTOP TUF A15 15.6' RYZEN 7 RTX 3050 16GB 1TB SSD ASUS | NEGRO (TECLADO INGLÉS),5499.0,6329.0,1616.83,2026-07-23,13,PEN,,,Ripley PE,https://simple.ripley.com.pe/laptop-tuf-a15-156-ryzen-7-rtx-3050-16gb-1tb-ssd-asus-negro-teclado-ingles-pmp20001247760
prod_20260723_01,2026-07-23T15:42:56.530178+00:00,ripley_pe,laptops,20001524135,LENOVO,"Laptop Lenovo 82R400DTUS 15.6"" AMD Ryzen7 512GB SSD 16GB RAM Intel UHD Windows 11 gris",3169.0,4999.0,931.76,2026-07-23,37,PEN,,,Ripley PE,https://simple.ripley.com.pe/laptop-lenovo-82r400dtus-156-amd-ryzen7-512gb-ssd-16gb-ram-intel-uhd-windows-11-gris-pmp20001524135
prod_20260723_01,2026-07-23T15:42:56.530178+00:00,ripley_pe,laptops,20000510181,LENOVO,"LAPTOP LENOVO 83A100GKLM 8GB 15.6"" 256GB INTEL VG4 IRU  FHD TN CORE I5-13420H 2.1 4.6GHZ DDR4-3200MHZ FREEDOS",2539.0,3629.0,746.52,2026-07-23,30,PEN,,,Ripley PE,https://simple.ripley.com.pe/laptop-lenovo-83a100gklm-8gb-156-256gb-intel-vg4-iru-fhd-tn-core-i5-13420h-21-46ghz-ddr4-3200mhz-freedos-pmp20000510181
prod_20260723_01,2026-07-23T15:42:56.531178+00:00,ripley_pe,laptops,20000231118,ASUS,LAPTOP GAMER ASUS TUF GAMING RYZEN 7 RTX 3060 F15 2023,7454.94,12503.39,2191.92,2026-07-23,40,PEN,,,Ripley PE,https://simple.ripley.com.pe/laptop-gamer-asus-tuf-gaming-ryzen-7-rtx-3060-f15-2023-pmp20000231118
prod_20260723_01,2026-07-23T15:42:56.531178+00:00,ripley_pe,laptops,20001133101,ADVANCE,"NOTEBOOK 2 EN 1 ADVANCE CN4058 10.1' CELERON N4020, 8GB RAM, 128GB, PANTALLA TÁCTIL, PORTÁTIL Y VERSÁTIL",909.0,1369.0,267.27,2026-07-23,34,PEN,,,Ripley PE,https://simple.ripley.com.pe/notebook-2-en-1-advance-cn4058-101-celeron-n4020-8gb-ram-128gb-pantalla-tactil-portatil-y-versatil-pmp20001133101
prod_20260723_01,2026-07-23T15:42:56.531178+00:00,ripley_pe,laptops,20001216351,LENOVO,"LAPTOP LENOVO V15, INTEL CORE I5, 8GB RAM, 512GB SSD, PANTALLA 15.6' FHD, LIBRE FREEDOS, IDEAL PARA TRABAJO.",2749.0,4129.0,808.27,2026-07-23,33,PEN,,,Ripley PE,https://simple.ripley.com.pe/laptop-lenovo-v15-intel-core-i5-8gb-ram-512gb-ssd-pantalla-156-fhd-libre-freedos-ideal-para-trabajo-pmp20001216351
prod_20260723_01,2026-07-23T15:42:56.532178+00:00,ripley_pe,laptops,20001535936,LENOVO,LAPTOP LENOVO IDEAPAD CORE I7 13620H 16GB DDR5 SSD 512GB 15.3 IPS WUXGA SLIM 3 + MOCHILA,3199.0,3299.0,940.58,2026-07-23,3,PEN,,,Ripley PE,https://simple.ripley.com.pe/laptop-lenovo-ideapad-core-i7-13620h-16gb-ddr5-ssd-512gb-153-ips-wuxga-slim-3-mochila-pmp20001535936
